"","revenue_category","subcategory","category","fiscal_year","Categorical.Citywide.Rev","FY_CPI","Adjusted.Categorical.Citywide.Rev"
"304","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2020,74660000,257.23,89851770
"305","Licenses, Permits, Privileges and Franchises","Permits","Permits",2020,297110000,257.23,357565758
"306","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2020,327638000,257.23,394305576
"307","Fines and Forfeitures","Fines","Fines",2020,1077292000,257.23,1296498704
"308","Fines and Forfeitures","Forfeitures","Forfeitures",2020,1873000,257.23,2254117
"309","Miscellaneous","Miscellaneous","Miscellaneous",2020,1054078000,257.23,1268561134
"310","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2020,136064000,257.23,163750218
"311","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2020,78090000,257.23,93979705
"312","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2020,225838000,257.23,271791375
"313","Taxes","Real Estate Taxes","Real Estate Taxes",2019,27884735000,253.2685,34083612051
"314","Taxes","Sales and Use Taxes","General Sales",2019,7839527000,253.2685,9582282096
"315","Taxes","Sales and Use Taxes","Cigarette",2019,29938000,253.2685,36593325
"316","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2019,85488000,253.2685,104492290
"317","Taxes","Sales and Use Taxes","Mortgage",2019,1096556000,253.2685,1340324349
"318","Taxes","Sales and Use Taxes","Stock Transfer",2019,0,253.2685,0
"319","Taxes","Sales and Use Taxes","Auto Use",2019,29925000,253.2685,36577435
"320","Taxes","Sales and Use Taxes","Other",2019,1346000,253.2685,1645221
"321","Taxes","Personal Income Taxes","Personal Income Taxes",2019,13376944000,253.2685,16350686844
"322","Taxes","Income Taxes, Other","General Corporation",2019,4728619000,253.2685,5779808039
"323","Taxes","Income Taxes, Other","Financial Corporation",2019,-1283000,253.2685,-1568216
"324","Taxes","Income Taxes, Other","Unincorporated Business",2019,2123980000,253.2685,2596148406
"325","Taxes","Income Taxes, Other","Pass-through Entity Tax",2019,0,253.2685,0
"326","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2019,178399000,253.2685,218057740
"327","Taxes","Income Taxes, Other","Utility",2019,386550000,253.2685,472481458
"328","Taxes","Other Taxes","Payments in Lieu of Taxes",2019,491292000,253.2685,600507982
"329","Taxes","Other Taxes","Hotel Room Occupancy",2019,634022000,253.2685,774967375
"330","Taxes","Other Taxes","Commercial Rents",2019,995346000,253.2685,1216615002
"331","Taxes","Other Taxes","Horse Race Admissions",2019,42000,253.2685,51337
"332","Taxes","Other Taxes","Conveyance of Real Property",2019,1563388000,253.2685,1910934785
"333","Taxes","Other Taxes","Beer and Liquor Excise",2019,25795000,253.2685,31529321
"334","Taxes","Other Taxes","Taxi Medallion Transfer",2019,1035000,253.2685,1265084
"335","Taxes","Other Taxes","Off-Track Betting Surtax",2019,729000,253.2685,891059
"336","Taxes","Other Taxes","Surcharge on Liquor Licenses",2019,7121000,253.2685,8704024
"337","Taxes","Other Taxes","Coin-operated Amusement Devices",2019,0,253.2685,0
"338","Taxes","Other Taxes","Refunds of Other Taxes",2019,-50478000,253.2685,-61699441
"339","Taxes","Other Taxes","Other",2019,191000,253.2685,233460
"340","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2019,81816000,253.2685,100003992
"341","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2019,-17523000,253.2685,-21418426
"342","Federal Grants and Contracts--Categorical","General Government","General Government",2019,712692000,253.2685,871125999
"343","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2019,386161000,253.2685,472005982
"344","Federal Grants and Contracts--Categorical","Education","Education",2019,1875662000,253.2685,2292628420
"345","Federal Grants and Contracts--Categorical","Social Services","Social Services",2019,3619906000,253.2685,4424624145
"346","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2019,3651000,253.2685,4462630
"347","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2019,74337000,253.2685,90862383
"348","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2019,424000,253.2685,518257
"349","Federal Grants and Contracts--Categorical","Housing","Housing",2019,543204000,253.2685,663960206
"350","Federal Grants and Contracts--Categorical","Health","Health",2019,305851000,253.2685,373842779
"351","Federal Grants and Contracts--Categorical","Libraries","Libraries",2019,0,253.2685,0
"352","Federal Grants and Contracts--Categorical","City University","City University",2019,0,253.2685,0
"353","State Grants and Contracts--Categorical","General Government","General Government",2019,923324000,253.2685,1128582252
"354","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2019,125169000,253.2685,152994520
"355","State Grants and Contracts--Categorical","Education","Education",2019,11185252000,253.2685,13671773817
"356","State Grants and Contracts--Categorical","Social Services","Social Services",2019,1739804000,253.2685,2126568697
"357","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2019,1966000,253.2685,2403049
"358","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2019,205732000,253.2685,251466965
"359","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2019,1280000,253.2685,1564549
"360","State Grants and Contracts--Categorical","Housing","Housing",2019,988000,253.2685,1207636
"361","State Grants and Contracts--Categorical","Health","Health",2019,523468000,253.2685,639836822
"362","State Grants and Contracts--Categorical","City University","City University",2019,263317000,253.2685,321853318
"363","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2019,0,253.2685,0
"364","Non-Governmental Grants","General Government","General Government",2019,693885000,253.2685,848138135
"365","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2019,226278000,253.2685,276580415
"366","Non-Governmental Grants","Education","Education",2019,179971000,253.2685,219979202
"367","Non-Governmental Grants","Social Services","Social Services",2019,3985000,253.2685,4870880
"368","Non-Governmental Grants","Environmental Protection","Environmental Protection",2019,12731000,253.2685,15561147
"369","Non-Governmental Grants","Transportation Services","Transportation Services",2019,2686000,253.2685,3283107
"370","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2019,16882000,253.2685,20634929
"371","Non-Governmental Grants","Housing","Housing",2019,13561000,253.2685,16575659
"372","Non-Governmental Grants","Health","Health",2019,30405000,253.2685,37164141
"373","Non-Governmental Grants","Libraries","Libraries",2019,0,253.2685,0
"374","Non-Governmental Grants","City University","City University",2019,19693000,253.2685,24070825
"375","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2019,112543000,253.2685,137561714
"376","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2019,150539000,253.2685,184004362
"377","Charges for Services","General Government Charges","General Government Charges",2019,1030694000,253.2685,1259820989
"378","Charges for Services","Water and Sewer","Water and Sewer",2019,1469601000,253.2685,1796298597
"379","Charges for Services","Housing","Housing",2019,27854000,253.2685,34046045
"380","Charges for Services","Rental Income","Rental Income",2019,273141000,253.2685,333861228
"381","Investment Income","Investment Income","Investment Income",2019,225904000,253.2685,276123273
"382","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2019,85140000,253.2685,104066929
"383","Licenses, Permits, Privileges and Franchises","Permits","Permits",2019,356561000,253.2685,435825795
"384","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2019,360650000,253.2685,440823794
"385","Fines and Forfeitures","Fines","Fines",2019,1107441000,253.2685,1353629124
"386","Fines and Forfeitures","Forfeitures","Forfeitures",2019,1287000,253.2685,1573105
"387","Miscellaneous","Miscellaneous","Miscellaneous",2019,956681000,253.2685,1169354633
"388","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2019,140310000,253.2685,171501418
"389","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2019,80976000,253.2685,98977257
"390","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2019,219215000,253.2685,267947284
"391","Taxes","Real Estate Taxes","Real Estate Taxes",2018,26407630000,248.126,32947117298
"392","Taxes","Sales and Use Taxes","General Sales",2018,7460490000,248.126,9307978002
"393","Taxes","Sales and Use Taxes","Cigarette",2018,36483000,248.126,45517514
"394","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2018,73707000,248.126,91959527
"395","Taxes","Sales and Use Taxes","Mortgage",2018,1049474000,248.126,1309361839
"396","Taxes","Sales and Use Taxes","Stock Transfer",2018,0,248.126,0
"397","Taxes","Sales and Use Taxes","Auto Use",2018,30317000,248.126,37824589
"398","Taxes","Sales and Use Taxes","Other",2018,0,248.126,0
"399","Taxes","Personal Income Taxes","Personal Income Taxes",2018,13411315000,248.126,16732443178
"400","Taxes","Income Taxes, Other","General Corporation",2018,4101887000,248.126,5117663044
"401","Taxes","Income Taxes, Other","Financial Corporation",2018,394858000,248.126,492639167
"402","Taxes","Income Taxes, Other","Unincorporated Business",2018,2269384000,248.126,2831365815
"403","Taxes","Income Taxes, Other","Pass-through Entity Tax",2018,0,248.126,0
"404","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2018,173118000,248.126,215988298
"405","Taxes","Income Taxes, Other","Utility",2018,389648000,248.126,486138982
"406","Taxes","Other Taxes","Payments in Lieu of Taxes",2018,376546000,248.126,469792451
"407","Taxes","Other Taxes","Hotel Room Occupancy",2018,606728000,248.126,756975866
"408","Taxes","Other Taxes","Commercial Rents",2018,919094000,248.126,1146695021
"409","Taxes","Other Taxes","Horse Race Admissions",2018,36000,248.126,44915
"410","Taxes","Other Taxes","Conveyance of Real Property",2018,1426869000,248.126,1780213533
"411","Taxes","Other Taxes","Beer and Liquor Excise",2018,24400000,248.126,30442325
"412","Taxes","Other Taxes","Taxi Medallion Transfer",2018,502000,248.126,626313
"413","Taxes","Other Taxes","Off-Track Betting Surtax",2018,631000,248.126,787258
"414","Taxes","Other Taxes","Surcharge on Liquor Licenses",2018,7173000,248.126,8949295
"415","Taxes","Other Taxes","Coin-operated Amusement Devices",2018,0,248.126,0
"416","Taxes","Other Taxes","Refunds of Other Taxes",2018,-112843000,248.126,-140787021
"417","Taxes","Other Taxes","Other",2018,136000,248.126,169679
"418","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2018,59526000,248.126,74266797
"419","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2018,-3162000,248.126,-3945026
"420","Federal Grants and Contracts--Categorical","General Government","General Government",2018,1225029000,248.126,1528390626
"421","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2018,341350000,248.126,425880645
"422","Federal Grants and Contracts--Categorical","Education","Education",2018,1785725000,248.126,2227935299
"423","Federal Grants and Contracts--Categorical","Social Services","Social Services",2018,3437321000,248.126,4288526391
"424","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2018,4782000,248.126,5966197
"425","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2018,100661000,248.126,125588316
"426","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2018,928000,248.126,1157806
"427","Federal Grants and Contracts--Categorical","Housing","Housing",2018,523393000,248.126,653004096
"428","Federal Grants and Contracts--Categorical","Health","Health",2018,348442000,248.126,434728881
"429","Federal Grants and Contracts--Categorical","Libraries","Libraries",2018,0,248.126,0
"430","Federal Grants and Contracts--Categorical","City University","City University",2018,0,248.126,0
"431","State Grants and Contracts--Categorical","General Government","General Government",2018,944486000,248.126,1178375001
"432","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2018,124955000,248.126,155898392
"433","State Grants and Contracts--Categorical","Education","Education",2018,10709714000,248.126,13361827752
"434","State Grants and Contracts--Categorical","Social Services","Social Services",2018,1652486000,248.126,2061701488
"435","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2018,10882000,248.126,13576778
"436","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2018,219065000,248.126,273313442
"437","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2018,1394000,248.126,1739205
"438","State Grants and Contracts--Categorical","Housing","Housing",2018,795000,248.126,991871
"439","State Grants and Contracts--Categorical","Health","Health",2018,534843000,248.126,667289532
"440","State Grants and Contracts--Categorical","City University","City University",2018,254513000,248.126,317539653
"441","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2018,0,248.126,0
"442","Non-Governmental Grants","General Government","General Government",2018,547890000,248.126,683567442
"443","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2018,225917000,248.126,281862246
"444","Non-Governmental Grants","Education","Education",2018,193276000,248.126,241138150
"445","Non-Governmental Grants","Social Services","Social Services",2018,1351000,248.126,1685557
"446","Non-Governmental Grants","Environmental Protection","Environmental Protection",2018,7451000,248.126,9296138
"447","Non-Governmental Grants","Transportation Services","Transportation Services",2018,3923000,248.126,4894477
"448","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2018,12965000,248.126,16175604
"449","Non-Governmental Grants","Housing","Housing",2018,29162000,248.126,36383569
"450","Non-Governmental Grants","Health","Health",2018,65869000,248.126,82180554
"451","Non-Governmental Grants","Libraries","Libraries",2018,0,248.126,0
"452","Non-Governmental Grants","City University","City University",2018,17243000,248.126,21512992
"453","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2018,139428000,248.126,173955431
"454","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2018,0,248.126,0
"455","Charges for Services","General Government Charges","General Government Charges",2018,1026587000,248.126,1280807187
"456","Charges for Services","Water and Sewer","Water and Sewer",2018,1389954000,248.126,1734157040
"457","Charges for Services","Housing","Housing",2018,34652000,248.126,43233092
"458","Charges for Services","Rental Income","Rental Income",2018,260504000,248.126,325014242
"459","Investment Income","Investment Income","Investment Income",2018,125353000,248.126,156394951
"460","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2018,91433000,248.126,114075128
"461","Licenses, Permits, Privileges and Franchises","Permits","Permits",2018,310314000,248.126,387159005
"462","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2018,373795000,248.126,466360204
"463","Fines and Forfeitures","Fines","Fines",2018,1025910000,248.126,1279962538
"464","Fines and Forfeitures","Forfeitures","Forfeitures",2018,1547000,248.126,1930093
"465","Miscellaneous","Miscellaneous","Miscellaneous",2018,270345000,248.126,337292231
"466","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2018,149891000,248.126,187009450
"467","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2018,81810000,248.126,102069124
"468","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2018,225114000,248.126,280860394
"469","Taxes","Real Estate Taxes","Real Estate Taxes",2017,24679412000,242.6565,31484960231
"470","Taxes","Sales and Use Taxes","General Sales",2017,7034094000,242.6565,8973802530
"471","Taxes","Sales and Use Taxes","Cigarette",2017,37212000,242.6565,47473511
"472","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2017,76667000,242.6565,97808548
"473","Taxes","Sales and Use Taxes","Mortgage",2017,1117760000,242.6565,1425991395
"474","Taxes","Sales and Use Taxes","Stock Transfer",2017,0,242.6565,0
"475","Taxes","Sales and Use Taxes","Auto Use",2017,30703000,242.6565,39169602
"476","Taxes","Sales and Use Taxes","Other",2017,0,242.6565,0
"477","Taxes","Personal Income Taxes","Personal Income Taxes",2017,11257809000,242.6565,14362241234
"478","Taxes","Income Taxes, Other","General Corporation",2017,4045398000,242.6565,5160949343
"479","Taxes","Income Taxes, Other","Financial Corporation",2017,435658000,242.6565,555794231
"480","Taxes","Income Taxes, Other","Unincorporated Business",2017,2079048000,242.6565,2652362366
"481","Taxes","Income Taxes, Other","Pass-through Entity Tax",2017,0,242.6565,0
"482","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2017,161775000,242.6565,206385770
"483","Taxes","Income Taxes, Other","Utility",2017,398742000,242.6565,508698344
"484","Taxes","Other Taxes","Payments in Lieu of Taxes",2017,351438000,242.6565,448349882
"485","Taxes","Other Taxes","Hotel Room Occupancy",2017,582481000,242.6565,743104865
"486","Taxes","Other Taxes","Commercial Rents",2017,921373000,242.6565,1175449085
"487","Taxes","Other Taxes","Horse Race Admissions",2017,43000,242.6565,54858
"488","Taxes","Other Taxes","Conveyance of Real Property",2017,1418683000,242.6565,1809896356
"489","Taxes","Other Taxes","Beer and Liquor Excise",2017,25814000,242.6565,32932420
"490","Taxes","Other Taxes","Taxi Medallion Transfer",2017,1539000,242.6565,1963392
"491","Taxes","Other Taxes","Off-Track Betting Surtax",2017,928000,242.6565,1183904
"492","Taxes","Other Taxes","Surcharge on Liquor Licenses",2017,6347000,242.6565,8097237
"493","Taxes","Other Taxes","Coin-operated Amusement Devices",2017,0,242.6565,0
"494","Taxes","Other Taxes","Refunds of Other Taxes",2017,-53703000,242.6565,-68512038
"495","Taxes","Other Taxes","Other",2017,48000,242.6565,61236
"496","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2017,58812000,242.6565,75029886
"497","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2017,-5676000,242.6565,-7241203
"498","Federal Grants and Contracts--Categorical","General Government","General Government",2017,1284309000,242.6565,1638467634
"499","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2017,320868000,242.6565,409349956
"500","Federal Grants and Contracts--Categorical","Education","Education",2017,1708568000,242.6565,2179719498
"501","Federal Grants and Contracts--Categorical","Social Services","Social Services",2017,3531602000,242.6565,4505469925
"502","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2017,1335000,242.6565,1703137
"503","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2017,56063000,242.6565,71522827
"504","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2017,-5832000,242.6565,-7440221
"505","Federal Grants and Contracts--Categorical","Housing","Housing",2017,521755000,242.6565,665633177
"506","Federal Grants and Contracts--Categorical","Health","Health",2017,311032000,242.6565,396801599
"507","Federal Grants and Contracts--Categorical","Libraries","Libraries",2017,0,242.6565,0
"508","Federal Grants and Contracts--Categorical","City University","City University",2017,-1630000,242.6565,-2079486
"509","State Grants and Contracts--Categorical","General Government","General Government",2017,705576000,242.6565,900144311
"510","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2017,125739000,242.6565,160412550
"511","State Grants and Contracts--Categorical","Education","Education",2017,10250072000,242.6565,13076612574
"512","State Grants and Contracts--Categorical","Social Services","Social Services",2017,1751993000,242.6565,2235119294
"513","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2017,649000,242.6565,827967
"514","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2017,332716000,242.6565,424465138
"515","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2017,1083000,242.6565,1381646
"516","State Grants and Contracts--Categorical","Housing","Housing",2017,784000,242.6565,1000194
"517","State Grants and Contracts--Categorical","Health","Health",2017,573166000,242.6565,731221178
"518","State Grants and Contracts--Categorical","City University","City University",2017,248267000,242.6565,316728641
"519","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2017,0,242.6565,0
"520","Non-Governmental Grants","General Government","General Government",2017,594600000,242.6565,758565778
"521","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2017,214833000,242.6565,274074944
"522","Non-Governmental Grants","Education","Education",2017,175892000,242.6565,224395647
"523","Non-Governmental Grants","Social Services","Social Services",2017,3131000,242.6565,3994399
"524","Non-Governmental Grants","Environmental Protection","Environmental Protection",2017,12207000,242.6565,15573179
"525","Non-Governmental Grants","Transportation Services","Transportation Services",2017,4774000,242.6565,6090469
"526","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2017,13186000,242.6565,16822147
"527","Non-Governmental Grants","Housing","Housing",2017,15816000,242.6565,20177390
"528","Non-Governmental Grants","Health","Health",2017,20373000,242.6565,25991020
"529","Non-Governmental Grants","Libraries","Libraries",2017,0,242.6565,0
"530","Non-Governmental Grants","City University","City University",2017,13891000,242.6565,17721556
"531","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2017,557638000,242.6565,711411206
"532","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2017,59058000,242.6565,75343723
"533","Charges for Services","General Government Charges","General Government Charges",2017,1032731000,242.6565,1317514958
"534","Charges for Services","Water and Sewer","Water and Sewer",2017,1385446000,242.6565,1767493983
"535","Charges for Services","Housing","Housing",2017,40384000,242.6565,51520216
"536","Charges for Services","Rental Income","Rental Income",2017,252867000,242.6565,322597128
"537","Investment Income","Investment Income","Investment Income",2017,73125000,242.6565,93289812
"538","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2017,102915000,242.6565,131294647
"539","Licenses, Permits, Privileges and Franchises","Permits","Permits",2017,288628000,242.6565,368219514
"540","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2017,378638000,242.6565,483050503
"541","Fines and Forfeitures","Fines","Fines",2017,983551000,242.6565,1254773174
"542","Fines and Forfeitures","Forfeitures","Forfeitures",2017,1305000,242.6565,1664864
"543","Miscellaneous","Miscellaneous","Miscellaneous",2017,424218000,242.6565,541199558
"544","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2017,139513000,242.6565,177984842
"545","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2017,82067000,242.6565,104697642
"546","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2017,217051000,242.6565,276904575
"547","Taxes","Real Estate Taxes","Real Estate Taxes",2016,23180583000,238.2735,30116803841
"548","Taxes","Sales and Use Taxes","General Sales",2016,7166843000,238.2735,9311344964
"549","Taxes","Sales and Use Taxes","Cigarette",2016,44849000,238.2735,58268963
"550","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2016,64897000,238.2735,84315835
"551","Taxes","Sales and Use Taxes","Mortgage",2016,1233736000,238.2735,1602901234
"552","Taxes","Sales and Use Taxes","Stock Transfer",2016,0,238.2735,0
"553","Taxes","Sales and Use Taxes","Auto Use",2016,29829000,238.2735,38754597
"554","Taxes","Sales and Use Taxes","Other",2016,0,238.2735,0
"555","Taxes","Personal Income Taxes","Personal Income Taxes",2016,11392473000,238.2735,14801391087
"556","Taxes","Income Taxes, Other","General Corporation",2016,3631441000,238.2735,4718060640
"557","Taxes","Income Taxes, Other","Financial Corporation",2016,689535000,238.2735,895861434
"558","Taxes","Income Taxes, Other","Unincorporated Business",2016,2111644000,238.2735,2743501668
"559","Taxes","Income Taxes, Other","Pass-through Entity Tax",2016,0,238.2735,0
"560","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2016,153793000,238.2735,199811783
"561","Taxes","Income Taxes, Other","Utility",2016,361201000,238.2735,469281539
"562","Taxes","Other Taxes","Payments in Lieu of Taxes",2016,320634000,238.2735,416575859
"563","Taxes","Other Taxes","Hotel Room Occupancy",2016,568069000,238.2735,738049713
"564","Taxes","Other Taxes","Commercial Rents",2016,836816000,238.2735,1087212661
"565","Taxes","Other Taxes","Horse Race Admissions",2016,42000,238.2735,54567
"566","Taxes","Other Taxes","Conveyance of Real Property",2016,1788182000,238.2735,2323251599
"567","Taxes","Other Taxes","Beer and Liquor Excise",2016,25350000,238.2735,32935366
"568","Taxes","Other Taxes","Taxi Medallion Transfer",2016,1437000,238.2735,1866987
"569","Taxes","Other Taxes","Off-Track Betting Surtax",2016,913000,238.2735,1186193
"570","Taxes","Other Taxes","Surcharge on Liquor Licenses",2016,6504000,238.2735,8450162
"571","Taxes","Other Taxes","Coin-operated Amusement Devices",2016,0,238.2735,0
"572","Taxes","Other Taxes","Refunds of Other Taxes",2016,-45447000,238.2735,-59045900
"573","Taxes","Other Taxes","Other",2016,0,238.2735,0
"574","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2016,62312000,238.2735,80957337
"575","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2016,-4987000,238.2735,-6479237
"576","Federal Grants and Contracts--Categorical","General Government","General Government",2016,929766000,238.2735,1207975668
"577","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2016,359385000,238.2735,466922145
"578","Federal Grants and Contracts--Categorical","Education","Education",2016,1698350000,238.2735,2206539577
"579","Federal Grants and Contracts--Categorical","Social Services","Social Services",2016,3296021000,238.2735,4282274432
"580","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2016,1554000,238.2735,2018996
"581","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2016,61657000,238.2735,80106345
"582","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2016,-6993000,238.2735,-9085484
"583","Federal Grants and Contracts--Categorical","Housing","Housing",2016,501775000,238.2735,651918860
"584","Federal Grants and Contracts--Categorical","Health","Health",2016,353139000,238.2735,458807183
"585","Federal Grants and Contracts--Categorical","Libraries","Libraries",2016,0,238.2735,0
"586","Federal Grants and Contracts--Categorical","City University","City University",2016,444000,238.2735,576856
"587","State Grants and Contracts--Categorical","General Government","General Government",2016,798438000,238.2735,1037350986
"588","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2016,118435000,238.2735,153873769
"589","State Grants and Contracts--Categorical","Education","Education",2016,9612191000,238.2735,12488403369
"590","State Grants and Contracts--Categorical","Social Services","Social Services",2016,1533403000,238.2735,1992236233
"591","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2016,506000,238.2735,657408
"592","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2016,163311000,238.2735,212177811
"593","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2016,875000,238.2735,1136822
"594","State Grants and Contracts--Categorical","Housing","Housing",2016,867000,238.2735,1126428
"595","State Grants and Contracts--Categorical","Health","Health",2016,534486000,238.2735,694417824
"596","State Grants and Contracts--Categorical","City University","City University",2016,239245000,238.2735,310833198
"597","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2016,0,238.2735,0
"598","Non-Governmental Grants","General Government","General Government",2016,322643000,238.2735,419186003
"599","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2016,212186000,238.2735,275677456
"600","Non-Governmental Grants","Education","Education",2016,125011000,238.2735,162417475
"601","Non-Governmental Grants","Social Services","Social Services",2016,3039000,238.2735,3948346
"602","Non-Governmental Grants","Environmental Protection","Environmental Protection",2016,6506000,238.2735,8452761
"603","Non-Governmental Grants","Transportation Services","Transportation Services",2016,1890000,238.2735,2455536
"604","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2016,16056000,238.2735,20860364
